,C_ID,College,Private,Top10perc,Top25perc,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Acceptance_Rate,Enrollment_Rate,Student_Population,Pct_Out_Of_State
308,LEB,Lebanon Valley College,1,0.28,0.56,0.5853028064992615,0.17094017094017094,0.16544117647058823,0.84,0.84,0.3090452261306533,0.3,0.14575071577187773,0.85,0.7647907647907648,0.3018867924528302,0.03826490688090146,9.441036128152692
309,LEH,Lehigh University,1,0.4,0.84,0.6868537666174298,0.32051282051282054,0.1661764705882353,0.96,0.99,0.314070351758794,0.43,0.26078992762257036,0.91,0.6728153822104112,0.2537174721189591,0.11555115029474673,4.221218961625282
310,LEN,Lenoir-Rhyne College,1,0.25,0.46,0.49236829148202854,0.17094017094017094,0.14705882352941177,0.88,0.92,0.30150753768844224,0.2,0.15185033699073497,0.66,0.7589376915219612,0.34858681022880217,0.03531743961604674,7.459379615952733
311,LES,Lesley College,1,0.12,0.33,0.6523879862136879,0.23504273504273504,0.11838235294117647,0.71,0.88,0.6984924623115578,0.18,0.15460672558817776,0.58,0.8114754098360656,0.41414141414141414,0.03834315822421618,7.959183673469388
312,LET,LeTourneau University,1,0.29,0.54,0.5219103889709503,0.2564102564102564,0.20588235294117646,0.58,0.7,0.5226130653266332,0.23,0.12204577383386979,0.56,0.8742138364779874,0.4892086330935252,0.04196880379779853,5.494095711622125
313,LCRK,Lewis and Clark College,1,0.35,0.64,0.5896110290497292,0.19230769230769232,0.13970588235294118,0.97,0.98,0.3090452261306533,0.21,0.23116319598812085,0.69,0.7541456380677721,0.2304015296367113,0.04752464917314414,8.67178924259056
314,LEWS,Lewis University,1,0.12,0.31,0.5563761693746923,0.21367521367521367,0.17647058823529413,0.36,0.48,0.35929648241206036,0.1,0.13694805541230237,0.61,0.9098786828422877,0.3761904761904762,0.09429286869424591,2.921161825726141
315,LMMU,Lincoln Memorial University,1,0.21,0.55,0.3557360905957656,0.2564102564102564,0.19117647058823528,0.67,0.72,0.3668341708542714,0.35,0.09206337915458894,0.53,0.7141041931385006,0.6459074733096085,0.03990818509051072,3.888888888888889
316,LCLN,Lincoln University,0,0.15,0.41,0.41851304775972425,0.14957264957264957,0.20588235294117646,0.71,0.72,0.31658291457286436,0.08,0.1940497572599719,0.45,0.6572289156626506,0.29880843263061413,0.03205696697793312,3.920260374288039
317,LNDN,Lindenwood College,1,0.06,0.33,0.5908419497784343,0.42735042735042733,0.6176470588235294,0.65,0.85,0.6055276381909549,0.09,0.06188536980065086,1.0,0.5975308641975309,0.7355371900826446,0.061192550472116435,3.9215686274509802
318,LNFL,Linfield College,1,0.48,0.72,0.5182176267848351,0.21367521367521367,0.1323529411764706,0.89,0.91,0.44723618090452266,0.34,0.15554923265698078,0.81,0.7610506085842409,0.38552188552188554,0.062288069278522616,5.603015075376884
319,LIV,Livingstone College,1,0.22,0.47,0.41851304775972425,0.3418803418803419,0.1323529411764706,0.53,0.93,0.2613065326633166,0.16,0.16481425497483684,0.92,0.5255555555555556,0.4587737843551797,0.016484949658302467,6.962025316455696
320,LOC,Lock Haven University of Pennsylvania,0,0.17,0.41,0.44559330379123585,0.09615384615384616,0.07352941176470588,0.47,0.55,0.4045226130653267,0.14,0.11334981238774385,0.63,0.6204481792717087,0.29390519187358916,0.09690124680473682,1.9790040376850606
321,LON,Longwood College,0,0.12,0.47,0.4876907927129493,0.23504273504273504,0.3235294117647059,0.74,0.8,0.4623115577889447,0.23,0.09874984439741788,0.62,0.6807426283218057,0.3871657754010695,0.07804267306588764,2.6470588235294117
322,LOR,Loras College,1,0.2,0.39,0.49236829148202854,0.21367521367521367,0.17647058823529413,0.61,0.62,0.35678391959798994,0.24,0.13476072768658973,0.7,0.7818403412553321,0.4107560405300078,0.047811570765298135,6.110201854882706
323,LACL,Louisiana College,1,0.33,0.61,0.37370753323485967,0.21367521367521367,0.24338235294117647,0.64,0.74,0.26381909547738697,0.11,0.13420944996710116,0.59,0.5230998509687034,0.201329534662868,0.027909645782252596,4.813084112149533
324,LSU,Louisiana State University at Baton Rouge,0,0.29,0.57,0.36681437715411125,0.2564102564102564,0.3297058823529412,0.83,0.87,0.399497487437186,0.11,0.1198762292603987,0.37,0.8327218145430287,0.6166633286601242,0.5223538004069069,0.2958653750124838
325,LATC,Louisiana Tech University,0,0.22,0.45,0.2861890694239291,0.2641025641025641,0.24352941176470588,0.66,0.77,0.5025125628140704,0.13,0.08084221009016059,0.45,0.8944513975803087,0.7112873134328358,0.2228076581981324,0.4632404589089206
326,LOYC,Loyola College,1,0.25,0.54,0.7754800590841949,0.2564102564102564,0.1323529411764706,0.86,0.88,0.3693467336683417,0.27,0.16801522237831878,0.8,0.7696270853778214,0.23525661459993624,0.08331159684907924,4.067000626174076
327,LMT,Loyola Marymount University,1,0.42,0.64,0.7282127031019202,0.2329059829059829,0.1952941176470588,0.84,0.88,0.35678391959798994,0.1,0.20765386872477015,0.84,0.7064755838641189,0.28287002253944404,0.10417862173300642,3.4031046569854784
328,LMD,Loyola University,1,0.24,0.8,0.7225504677498769,0.2564102564102564,0.11029411764705882,0.77,0.88,0.29396984924623115,0.14,0.16815748759625132,0.53,0.8979375991538868,0.42343934040047115,0.0913193176482863,3.170522707797772
329,LCHI,Loyola University Chicago,1,0.25,0.55,0.656080748399803,0.29914529914529914,0.29411764705882354,0.94,0.95,0.15577889447236182,0.15,0.2313410275105365,0.65,0.8267672534227438,0.29334234538695503,0.22591162814961657,1.3277912481237732
330,LUT,Luther College,1,0.38,0.72,0.4382077794190054,0.2564102564102564,0.058823529411764705,0.73,0.85,0.3467336683417086,0.38,0.15914142940977719,0.77,0.8986442866365397,0.42169540229885055,0.06140122072095571,5.624468988954971
331,LYC,Lycoming College,1,0.16,0.37,0.5292959133431807,0.21367521367521367,0.1323529411764706,0.75,0.81,0.35175879396984927,0.32,0.14269201358632833,0.72,0.78149300155521,0.3611940298507463,0.037482393447754184,9.672929714683368
332,LNCH,Lynchburg College,1,0.03,0.21,0.6646971935007385,0.19230769230769232,0.12794117647058822,0.62,0.66,0.31155778894472363,0.24,0.15706080059751393,0.7,0.8542141230068337,0.244,0.047055141113255775,6.901330376940133
333,LYN,Lyndon State College,0,0.06,0.2,0.5711472181191531,0.21367521367521367,0.08823529411764706,0.48,0.65,0.31658291457286436,0.15,0.12650934504650294,0.51,0.9383177570093458,0.4442231075697211,0.028926913245344046,6.600541027953111
334,MAC,Macalester College,1,0.56,0.86,0.5873953717380601,0.21367521367521367,0.10294117647058823,0.85,0.91,0.2989949748743719,0.37,0.2527519428093824,0.77,0.5090166723375298,0.30213903743315507,0.04788982210861287,8.665032679738562
335,MACM,MacMurray College,1,0.12,0.29,0.46159527326440175,0.23504273504273504,0.13970588235294118,0.49,0.55,0.27135678391959805,0.33,0.189248306154749,0.59,0.754054054054054,0.3172043010752688,0.018023892743492097,13.921852387843705
336,MAL,Malone College,1,0.21,0.46,0.4554406696208764,0.19230769230769232,0.17647058823529413,0.42,0.45,0.442211055276382,0.16,0.08528799815055217,0.55,0.8672768878718535,0.5646437994722955,0.0482810788251865,5.3257698541329015
337,MANC,Manchester College,1,0.23,0.63,0.4739044805514525,0.22435897435897437,0.21323529411764705,0.63,0.72,0.29648241206030157,0.2,0.14119822879803673,0.64,0.798804780876494,0.29800498753117205,0.02504042986071261,10.875
338,MANH,Manhattan College,1,0.2,0.63,0.8370260955194485,0.21367521367521367,0.2647058823529412,0.92,0.92,0.3417085427135679,0.25,0.17893407785464052,0.79,0.7113486842105263,0.32543352601156067,0.0738692680891022,4.367937853107344
339,MHVL,Manhattanville College,1,0.21,0.54,0.8062530773018217,0.19230769230769232,0.058823529411764705,0.97,0.97,0.2839195979899498,0.24,0.20078957195952554,0.7,0.7796257796257796,0.2826666666666667,0.02556210548281079,15.0
340,MNMK,Mankato State University,0,0.09,0.29,0.32533234859675036,0.19230769230769232,0.24411764705882352,0.57,0.68,0.47738693467336685,0.11,0.10316006615332633,0.68,0.8695086234949561,0.5789670658682635,0.2984245396212635,0.37584127261603006
341,MFLC,Marian College of Fond du Lac,1,0.15,0.41,0.41851304775972425,0.21367521367521367,0.16176470588235295,0.37,0.37,0.21105527638190957,0.21,0.09517543079686305,0.59,0.8131067961165048,0.5029850746268657,0.04728989514319996,5.184776613348042
342,MRTA,Marietta College,1,0.27,0.6,0.48252092565238797,0.20085470085470086,0.11911764705882352,0.8,0.97,0.3316582914572864,0.3,0.1817971653655327,0.96,0.595903165735568,0.35625,0.03388283165527675,10.662047729022325
343,MAR,Marist College,1,0.12,0.31,0.7293205317577548,0.23504273504273504,0.17647058823529413,0.74,0.81,0.442211055276382,0.34,0.1495207440470898,0.69,0.6702599873176919,0.2617470829391359,0.1099431373571913,2.5385527876631078
344,MARQ,Marquette University,1,0.36,0.71,0.585918266863614,0.2564102564102564,0.2867647058823529,0.86,0.94,0.3391959798994975,0.25,0.1775114256753152,0.77,0.8928571428571429,0.36630434782608695,0.20397516824038814,1.4846547314578005
345,MSHL,Marshall University,1,0.14,0.6,0.4935992122107336,0.29914529914529914,0.22941176470588234,0.77,0.86,0.4170854271356785,0.1,0.11030889335443601,0.5,0.8674869853289162,0.5474631751227496,0.26193332985549583,0.5072694682334197
346,MBLD,Mary Baldwin College,1,0.26,0.52,0.9108813392417529,0.2564102564102564,0.19117647058823528,0.66,0.79,0.17085427135678394,0.5,0.19239592410150624,0.9,0.8837675350701403,0.4512471655328798,0.031900464291303665,9.157808667211775
347,MWAS,Mary Washington College,0,0.39,0.78,0.6083210241260463,0.2777777777777778,0.30911764705882355,0.75,0.8,0.442211055276382,0.3,0.09528212971031245,0.84,0.5006896551724138,0.34710743801652894,0.09737075486462518,1.7385480846504153
348,TRRY,Marymount College Tarrytown,1,0.09,0.34,0.7939438700147711,0.24572649572649571,0.15808823529411764,0.71,0.93,0.25879396984924624,0.3,0.1867586648409297,0.77,0.6841004184100419,0.3577981651376147,0.028718242996504773,10.454132606721162
349,MRYM,Marymount Manhattan College,1,0.21,0.3,0.8616445100935499,0.14957264957264957,0.16176470588235295,0.63,0.76,0.29396984924623115,0.2,0.18889264310991766,0.68,0.7697841726618705,0.44672897196261685,0.0462465438990036,5.752961082910321
350,MMTU,Marymount University,1,0.1,0.3,0.6499261447562777,0.21367521367521367,0.11029411764705882,0.77,0.82,0.2663316582914573,0.17,0.15249053047143138,0.55,0.820403825717322,0.2772020725388601,0.052767489175230844,5.630252100840337
351,MRVL,Maryville College,1,0.26,0.52,0.517971442639094,0.21367521367521367,0.24147058823529413,0.8,0.9,0.27889447236180903,0.43,0.14790247719310726,0.51,0.6065573770491803,0.1981981981981982,0.019615003390891544,14.893617021276595
352,MRVU,Maryville University,1,0.26,0.51,0.5600689315608075,0.18162393162393162,0.19852941176470587,0.52,0.58,0.3291457286432161,0.13,0.10536517703128057,0.61,0.7231329690346083,0.4256926952141058,0.08070321873858835,2.9896574014221073
353,MARY,Marywood College,1,0.13,0.51,0.5539143279172821,0.2564102564102564,0.10294117647058823,0.65,0.76,0.29648241206030157,0.3,0.16065299735031033,0.66,0.7759710930442638,0.3760186263096624,0.048359330168501226,5.9546925566343045
354,MAS,Massachusetts Institute of Technology,1,0.96,0.99,0.7354751354012802,0.30982905982905984,0.23529411764705882,0.99,0.99,0.2537688442211055,0.35,0.5964647093343766,0.94,0.33380127905163,0.5037383177570094,0.11761176900203453,4.45775116433799
355,MAY,Mayville State University,0,0.05,0.12,0.30969965534219596,0.2564102564102564,0.27941176470588236,0.68,0.68,0.3944723618090452,0.11,0.12396635427595895,0.51,1.0,0.6566523605150214,0.01867598727111482,6.26536312849162
356,MCK,McKendree College,1,0.16,0.43,0.4603643525356967,0.21367521367521367,0.11764705882352941,0.7,0.74,0.4447236180904523,0.21,0.11829352871089929,0.52,0.5538922155688623,0.21441441441441442,0.039647347279461634,5.052631578947368
357,MCM,McMurry University,1,0.25,0.5,0.42491383554899065,0.17094017094017094,0.22426470588235295,0.57,0.64,0.2763819095477387,0.11,0.11350986075791795,0.32,0.7110726643598616,0.45498783454987834,0.035395690959361466,5.106853352984524
358,MCP,McPherson College,1,0.11,0.32,0.46159527326440175,0.2564102564102564,0.40294117647058825,0.54,0.54,0.2462311557788945,0.45,0.1734568669642381,0.48,0.6976190476190476,0.3174061433447099,0.01085085293964213,19.110576923076923
359,MERC,Mercer University,1,0.37,0.7,0.5023387493845396,0.17094017094017094,0.22058823529411764,0.93,0.95,0.23115577889447236,0.15,0.15995945441288922,0.91,0.7296587926509186,0.3381294964028777,0.10963013198393239,2.8515346181299073
360,MCHS,Mercyhurst College,1,0.15,0.4,0.4985228951255539,0.18162393162393162,0.14705882352941177,0.45,0.63,0.41959798994974873,0.29,0.12994149342912525,0.78,0.6897880539499036,0.36964618249534453,0.05837550211278627,4.384718498659518
361,MRDT,Meredith College,1,0.25,0.58,0.4000492368291482,0.19230769230769232,0.2235294117647059,0.77,0.82,0.3492462311557789,0.33,0.12236587057421798,0.82,0.9008168028004667,0.48704663212435234,0.05714956440085555,3.0670926517571884
362,MRMK,Merrimack College,1,0.18,0.36,0.7631708517971443,0.16025641025641027,0.14705882352941177,0.73,0.75,0.42211055276381915,0.22,0.15483790656731813,0.8,0.7778899545683998,0.33354964308890334,0.0785382649068809,4.151444702756559
363,MESA,Mesa State College,0,0.06,0.18,0.4675036927621861,0.23076923076923078,0.33176470588235296,0.48,0.48,0.7236180904522613,0.12,0.0688385823271033,0.59,0.9191919191919192,0.6119505494505495,0.1142991288017111,1.1446827932450936
364,MSSH,Messiah College,1,0.3,0.64,0.6253077301821762,0.202991452991453,0.17647058823529413,0.68,0.75,0.35427135678391963,0.3,0.13803282769903794,0.89,0.7933409873708381,0.4392185238784371,0.060279618133444623,4.4569450454348765
365,DNSN,Denison University,1,0.32,0.6,0.5809945839487937,0.21367521367521367,0.08823529411764706,0.88,0.97,0.2914572864321608,0.45,0.22092010029697864,0.81,0.8251267197682839,0.23387450636243967,0.04822891126297668,9.140075716603569
366,MIST,Michigan State University,0,0.23,0.57,0.45962580009847365,0.2153846153846154,0.08823529411764706,0.93,0.95,0.35175879396984927,0.09,0.1870787615812779,0.71,0.8333885392514078,0.4093799682034976,0.8023371067869999,0.3464889466840052
367,MTCH,Michigan Technological University,0,0.42,0.77,0.4896602658788774,0.38461538461538464,0.17647058823529413,0.82,0.82,0.4271356783919598,0.25,0.13289349670122527,0.65,0.8739495798319328,0.45104895104895104,0.15488549220094944,1.3686426406197374
368,MID,MidAmerica Nazarene College,1,0.15,0.36,0.45790251107828656,0.4700854700854701,0.7225,0.33,0.33,0.3869346733668342,0.2,0.09823413298241246,0.49,1.0,0.6797583081570997,0.03302206687881475,5.402843601895735
369,MLRV,Millersville University of Penn.,0,0.22,0.6,0.4714426390940423,0.19230769230769232,0.185,0.72,0.74,0.42211055276381915,0.2,0.13927764835594758,0.71,0.5115621360838463,0.3121951219512195,0.1741874902185821,1.1746031746031746
370,MLGN,Milligan College,1,0.26,0.52,0.40620384047267355,0.23504273504273504,0.14705882352941177,0.63,0.69,0.30150753768844224,0.16,0.1445414614194512,0.64,0.7557377049180328,0.40997830802603036,0.01914549533100318,11.1716621253406
371,MLKU,Millikin University,1,0.29,0.62,0.5388970950270803,0.19230769230769232,0.14191176470588235,0.6,0.77,0.2864321608040201,0.25,0.1449149076165241,0.75,0.8732686980609419,0.36161776367961934,0.049115759820543586,6.325013276686139
372,MLSP,Millsaps College,1,0.32,0.61,0.5418513047759724,0.23504273504273504,0.19852941176470587,0.82,0.89,0.31909547738693467,0.38,0.1994914018458912,0.58,0.9215469613259668,0.3824940047961631,0.032656893943346026,9.041533546325878
373,MSOE,Milwaukee School of Engineering,1,0.36,0.69,0.40066469719350073,0.42735042735042733,0.30514705882352944,0.35,0.46,0.41959798994974873,0.23,0.12697170700478366,0.67,0.8940016433853739,0.45588235294117646,0.06930460639574312,4.330071509220926
374,MSCO,Mississippi College,1,0.36,0.57,0.3483505662235352,0.2564102564102564,0.10294117647058823,0.77,0.79,0.41457286432160806,0.18,0.10972204933046432,0.61,0.6481481481481481,0.7974025974025974,0.06301841514946006,2.3096026490066226
375,MSST,Mississippi State University,0,0.18,0.57,0.37961595273264404,0.20512820512820512,0.2175,0.77,0.77,0.399497487437186,0.2,0.11066455639926734,0.53,0.7701527614571093,0.49099786389990846,0.30557149564400854,0.8421681604780197
376,MUWM,Mississippi University for Women,0,0.19,0.46,0.2728951255539143,0.2564102564102564,0.22058823529411764,0.49,0.54,0.39698492462311563,0.08,0.1014351003858944,0.63,0.84375,0.9382716049382716,0.07008711982889039,1.6323036844064012
377,MSSC,Missouri Southern State College,0,0.13,0.5,0.35105859182668636,0.08547008547008547,0.058823529411764705,0.52,0.54,0.5100502512562815,0.09,0.07419131115181476,1.0,0.8413705583756346,0.6885369532428356,0.15360738692680892,0.65206316861946
378,MVCL,Missouri Valley College,1,0.05,0.35,0.6216149679960611,0.17094017094017094,0.1323529411764706,0.35,0.67,0.4371859296482412,0.16,0.07705439866270695,0.27,0.750381679389313,0.3214649033570702,0.03213521832124785,6.939935064935065
379,MNCI,Monmouth College IL,1,0.28,0.57,0.5046774987690793,0.17094017094017094,0.06764705882352941,0.91,0.91,0.2914572864321608,0.43,0.19716180890224602,0.56,0.8369384359400999,0.40556660039761433,0.017789138713547915,19.06158357771261
380,MON,Monmouth College,1,0.14,0.34,0.6511570654849828,0.2264957264957265,0.25588235294117645,0.7,0.85,0.35678391959798994,0.15,0.1687976810769477,0.54,0.6948651643886221,0.25412014885699097,0.07146956022745057,4.554744525547445
381,MMST,Montana College of Mineral Sci. & Tech.,0,0.45,0.72,0.41851304775972425,0.23504273504273504,0.20588235294117646,0.71,0.71,0.4120603015075377,0.31,0.10869062650045347,0.74,0.951048951048951,0.5882352941176471,0.04919401116385831,3.2200424178154825
382,MTST,Montana State University,0,0.15,0.42,0.4566715903495815,0.23504273504273504,0.3382352941176471,0.75,0.83,0.442211055276382,0.08,0.11246065477566554,0.37,0.8102857142857143,0.6272919605077574,0.2536126036830299,0.5710171757687956
383,MCLR,Montclair State University,0,0.19,0.53,0.5950270802560315,0.29914529914529914,0.13970588235294118,0.82,0.87,0.5402010050251257,0.09,0.11944943360660111,0.58,0.4076628352490421,0.40648496240601506,0.25032604726381136,0.3801187871209753
